file_a,file_b,score,text_a,text_b,start_a,end_a,start_b,end_b
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/010_'dul_ba_tha.txt,25.4,ags 'phags pa'i lam yan lag brgyad,ang /_'phags pa'i lam yan lag brgyad,10176,10210,956990,957026
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/010_'dul_ba_tha.txt,25.2,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel par byung ba,6434,6467,960368,960402
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/010_'dul_ba_tha.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,1127571,1127601
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,27.4,ags 'phags pa'i lam yan lag brgyad ni,ang /_'phags pa'i lam yan lag brgyad ni,10176,10213,970023,970062
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,26.599999999999998,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel bar 'byung ba la m,6434,6473,770406,770446
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,26.4,ang rten cing 'brel par 'byung ba'i,ang /_rten cing 'brel bar 'byung ba 'ji,6434,6469,1038108,1038147
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,26.0,hams cad rten cing 'brel bar 'byung ba l,has pa dang /_rten cing 'brel bar 'byung ba l,1553,1593,770398,770443
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,25.799999999999997,i rdzu 'phrul gyi rkang pa bzhi ni/ las ky,i rdzu 'phrul gyi rkang pa bzhi la bsny,2466,2508,985634,985673
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,25.6,ams cad rten cing 'brel bar 'byung ba l,a mkhas/_rten cing 'brel bar 'byung ba l,1554,1593,471900,471940
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/011_'dul_ba_da.txt,25.0,o/ /rten cing 'brel bar 'byung ba,o/_/rten cing 'brel bar 'byung ba,1664,1697,1239720,1239753
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/013_'dul_ba_pa.txt,27.400000000000002,bang mthar phyin/ de kho na nyid kyi rtags 'phags pa'i lam yan lag brgyad,ba'i mthar phyin par 'gyur ba ni 'phags pa'i lam yan lag brgyad,10137,10210,145180,145243
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/013_'dul_ba_pa.txt,26.599999999999998,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel bar 'byung ba la m,6434,6473,1092458,1092498
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/013_'dul_ba_pa.txt,26.0,hams cad rten cing 'brel bar 'byung ba l,has pa dang /_rten cing 'brel bar 'byung ba l,1553,1593,1092450,1092495
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/013_'dul_ba_pa.txt,25.2,ang rten cing 'brel par 'byung ba,ang rten cing 'brel bar 'byung ba,6434,6467,615757,615790
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,1182637,1182683
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,704270,704315
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,248162,248208
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,28.799999999999997,chen mo shes rab kyi pha rol tu phyin ma la s,chen pos/_shes rab kyi pha rol tu phyin pa la bs,4225,4270,1205881,1205929
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,28.799999999999997,chen mo shes rab kyi pha rol tu phyin ma la s,"chen pos shes rab kyi pha rol tu phyin pa la 
[\[42b.4\]]bs",4225,4270,148232,148291
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,28.599999999999998,chen mo shes rab kyi pha rol tu phyin ma la,chen pos shes rab kyi pha rol tu phyin pa la,4225,4268,137567,137611
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,28.599999999999998,chen mo shes rab kyi pha rol tu phyin ma la,chen pos shes rab kyi pha rol tu phyin pa la,4225,4268,128122,128166
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,27.4,ang rten cing 'brel par 'byung ba'i la,"ang /_rten 
[\[172b.4\]]cing 'brel par 'byung ba la",6434,6472,654478,654529
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,26.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun lt,a/_byang chub kyi phyogs kyi chos sum cu rtsa bdun t,2363,2429,630004,630056
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/014_'bum_ka.txt,25.6,hams cad rten cing 'brel bar 'byung ba,has pa/_rten cing 'brel bar 'byung ba,1553,1591,3948,3985
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,675912,675957
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,28.4,ags 'phags pa'i lam yan lag brgyad ni,"ags/_'phags pa'i 
[\[34b.7\]]lam yan lag brgyad pa ni",10176,10213,127707,127760
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,28.4,ags 'phags pa'i lam yan lag brgyad ni,ags/_/'phags pa'i lam yan lag brgyad pa ni,10176,10213,56777,56819
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,27.0,gs 'phags pa'i lam yan lag brgyad,gs/_'phags pa'i lam yan lag brgyad,10177,10210,126305,126339
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,26.0,rdzu 'phrul gyi rkang pa bzhi ni,rdzu 'phrul gyi rkang pa bzhi ni,2468,2500,182966,182998
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/015_'bum_kha.txt,25.4,'i dran pa nye bar gzhag pa bzhi ni,'i bu/_dran pa nye bar gzhag pa bzhi ni,5259,5294,182467,182506
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,34.4,am/ chos thams cad rten cing 'brel bar 'byung ba,a/_chos thams cad rten cing 'brel par 'byung ba,1543,1591,672135,672182
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,743403,743448
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,"chen po/_shes rab 
[\[180a.7\]]kyi pha rol tu phyin pa la s",4225,4270,740881,740940
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,740159,740205
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,28.799999999999994,rnam par dag pa'i lam/ /ngo bo nyid kyi sku shin tu rnam par dag pa rang,rnam par dag pa dang /_skyes bu shin tu rnam par dag pa dang,11051,11123,961534,961594
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.599999999999998,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel bar 'byung ba la m,6434,6473,803096,803136
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.400000000000002,s po'i mtha' rten cing 'brel par 'byung ba,sgo'i mtshan nyid/_rten cing 'brel par 'byung ba,1454,1496,669375,669423
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.4,ags 'phags pa'i lam yan lag brgyad,"a gnas/_'phags pa'i lam yan 
[\[67a.3\]]lag brgyad",10176,10210,271476,271526
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,670123,670170
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.2,o shes rab kyi pha rol tu phyin ma la,o/_/shes rab kyi pha rol tu phyin ma pa,4231,4268,877480,877519
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.0,rten cing 'brel par 'byung ba'i,rten cing 'brel par 'byung ba'i,6438,6469,672153,672184
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.0,s 'phags pa'i lam yan lag brgyad,s 'phags pa'i lam yan lag brgyad,10178,10210,470542,470574
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,26.0,s 'phags pa'i lam yan lag brgyad,s 'phags pa'i lam yan lag brgyad,10178,10210,55958,55990
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,25.2,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel bar 'byung ba,6434,6467,283760,283795
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/016_'bum_ga.txt,25.0,rten cing 'brel bar 'byung ba l,rten cing 'brel bar 'byung ba l,1562,1593,803102,803133
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,27.2,ang rten cing 'brel par 'byung ba'i,"ang /_rten cing 
[\[351b\]]
[\[351b.1\]]'brel bar 'byung ba'i",6434,6469,1528584,1528645
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,26.0,rdzu 'phrul gyi rkang pa bzhi ni,rdzu 'phrul gyi rkang pa bzhi ni,2468,2500,1137380,1137412
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,25.799999999999997,ba'i rdzu 'phrul gyi rkang pa bzhi ni/ la,bya'o/_/rdzu 'phrul gyi rkang pa bzhi la,2463,2504,1525481,1525521
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,25.599999999999998,'i dran pa nye bar gzhag pa bzhi ni/ y,'i bu/_dran pa nye bar gzhag pa bzhi ni by,5259,5297,1137156,1137198
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,25.2,mo shes rab kyi pha rol tu phyin ma,mo//_//shes rab kyi pha rol tu phyin pa,4230,4265,1230736,1230775
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,25.2,mo shes rab kyi pha rol tu phyin ma,"mo/_/shes 
[\[260a.7\]]rab kyi pha rol tu phyin pa",4230,4265,1135098,1135148
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/017_'bum_nga.txt,25.2,mo shes rab kyi pha rol tu phyin ma,mo//_//shes rab kyi pha rol tu phyin pa,4230,4265,336699,336738
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,28.2,mo shes rab kyi pha rol tu phyin ma la s,"mo/_shes 
[\[141a.4\]]rab kyi pha rol tu phyin pa la s",4230,4270,579740,579794
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,27.4,'phags pa'i lam yan lag brgyad ni/ rnam,'phags pa'i lam yan lag brgyad pa rnam,10180,10219,1436955,1436993
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,27.0,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel par 'byung ba,6434,6467,491132,491167
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,25.8,chen mo shes rab kyi pha rol tu phyin ma,"chen po'i 
[\[135b.3\]]shes rab kyi pha rol tu phyin pa",4225,4265,557609,557664
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,25.399999999999988,rnam par dag pa'i lam/ /ngo bo nyid kyi sku shin tu rnam par dag pa rang,rnam par dag pa'o/_/ngo bo nyid stong pa nyid rnam par dag pa gang,11051,11123,1436182,1436248
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,25.2,rten cing 'brel bar 'byung ba lo r,rten cing 'brel bar 'byung ba'o/_/r,1562,1596,725656,725691
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/019_'bum_cha.txt,25.2,mo shes rab kyi pha rol tu phyin ma,mo//_//shes rab kyi pha rol tu phyin pa,4230,4265,479565,479604
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/021_'bum_nya.txt,25.4,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin pa la,4230,4268,970348,970386
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,27.8,yi nang rten cing 'brel par 'byung ba'i,yin pa de ni rten cing 'brel par 'byung ba'i,6430,6469,450209,450253
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,27.0,yid kyi rtags 'phags pa'i lam yan lag brgyad,yod kyis 'phags pa'i lam yan lag brgyad,10166,10210,850347,850386
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,26.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,as so/_/byang chub kyi phyogs kyi chos sum cu rtsa bdun,2363,2426,474666,474721
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,450666,450713
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,26.2,han nyid do/ /'jig rten las 'das pa'i,"hin nyid do/_/'jig rten las 'das 
[\[119b.3\]]pa'i",6382,6419,453137,453187
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/022_'bum_ta.txt,26.0,s 'phags pa'i lam yan lag brgyad,s/_'phags pa'i lam yan lag brgyad,10178,10210,1380757,1380790
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,29.199999999999996,ags 'phags pa'i lam yan lag brgyad ni/ rnam shes br,"ags/_'phags 
[\[237b.4\]]pa'i lam yan lag brgyad pa shes r",10176,10227,917257,917315
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,28.2,ba'i rdzu 'phrul gyi rkang pa bzhi ni,ba'o/_/rdzu 'phrul gyi rkang pa bzhi ni,2463,2500,863213,863252
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,28.0,ags 'phags pa'i lam yan lag brgyad,"ags/_'phags 
[\[250a.5\]]pa'i lam yan lag brgyad",10176,10210,962107,962155
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,28.0,ags 'phags pa'i lam yan lag brgyad,"ags/_
[\[13b.4\]]'phags pa'i lam yan lag brgyad",10176,10210,45912,45959
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,27.2,ba'i dran pa nye bar gzhag pa bzhi ni,ba'o/_/dran pa nye bar gzhag pa bzhi ni,5257,5294,862201,862240
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,26.4,ng rten cing 'brel par 'byung ba'i la,ng rten cing 'brel par 'byung ba la,6435,6472,1376084,1376119
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,26.4,ba'i yang dag par spong ba bzhi ni/ spr,ba'o/_/yang dag par spong ba bzhi ni sgr,5584,5623,862711,862751
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,26.2,shes rab kyi pha rol tu phyin ma la s,shes rab kyi pha rol tu phyin pa la s,4233,4270,1296435,1296472
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,26.2,shes rab kyi pha rol tu phyin ma la s,"shes rab kyi pha rol tu phyin pa la 
[\[196b\]]
[\[196b.1\]]s",4233,4270,766138,766199
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,25.599999999999998,ang rten cing 'brel par 'byung ba'i la,ang rten cing 'brel bar 'byung ba la,6434,6472,406699,406735
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,25.4,mo shes rab kyi pha rol tu phyin ma la,mo shes rab kyi pha rol tu phyin pa da,4230,4268,656590,656628
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,25.399999999999995,r ba'i rdzu 'phrul gyi rkang pa bzhi ni/ las kyi,r ba'i rdzu 'phrul gyi rkang pa rnams kyi,2461,2509,458713,458754
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,25.0,ags/ byang chub kyi yan lag bdun,"ags/_
[\[250a.3\]]byang chub kyi yan lag bdun",6630,6662,961604,961649
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/023_'bum_tha.txt,25.0,ags/ byang chub kyi yan lag bdun,ags/_byang chub kyi yan lag bdun,6630,6662,917158,917190
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/024_'bum_da.txt,29.4,chen mo shes rab kyi pha rol tu phyin ma la,chen po/_/shes rab kyi pha rol tu phyin pa la,4225,4268,48507,48552
