file_a,file_b,score,text_a,text_b,start_a,end_a,start_b,end_b
poc/rDo rje tshig rkang.txt,corpus/004_'dul_ba_nga.txt,35.0,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang mthun pa'i chos,2367,2409,124076,124118
poc/rDo rje tshig rkang.txt,corpus/004_'dul_ba_nga.txt,35.0,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang mthun pa'i chos,2367,2409,116741,116783
poc/rDo rje tshig rkang.txt,corpus/059_mdo_sde_ba.txt,34.400000000000006,chos thams cad rten cing 'brel bar 'byung ba lo,chos thams cad rten cing 'brel par 'byung ba'o,1547,1594,211764,211810
poc/rDo rje tshig rkang.txt,corpus/016_'bum_ga.txt,34.4,am/ chos thams cad rten cing 'brel bar 'byung ba,a/_chos thams cad rten cing 'brel par 'byung ba,1543,1591,672135,672182
poc/rDo rje tshig rkang.txt,corpus/026_nyi_khri_ka.txt,34.4,am/ chos thams cad rten cing 'brel bar 'byung ba,a/_chos thams cad rten cing 'brel par 'byung ba,1543,1591,825606,825653
poc/rDo rje tshig rkang.txt,corpus/065_mdo_sde_zha.txt,34.4,chos thams cad rten cing 'brel bar 'byung ba,chos thams cad ni rten cing 'brel bar 'byung ba,1547,1591,280250,280297
poc/rDo rje tshig rkang.txt,corpus/041_dkon_brtsegs_ga.txt,34.39999999999998,a' rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad,a'i rten cing 'brel par 'byung ba la mkhas pa'o/_/de la byang chub sems dpa' chos thams cad,1464,1561,746727,746818
poc/rDo rje tshig rkang.txt,corpus/027_nyi_khri_kha.txt,34.39999999999995,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba lo rgyus kyis tshad ma'o/ /kun gzhi rnam shes dag pa'i byang chub chen po/ /rten cing 'brel bar 'byung ba,rten cing 'brel bar 'byung ba'i de bzhin nyid de la rten cing 'brel bar 'byung ba yang med/_rten cing 'brel bar 'byung ba las gud na yang de bzhin nyid med de rten cing 'brel bar 'byung ba,1467,1697,1410728,1410916
poc/rDo rje tshig rkang.txt,corpus/049_mdo_sde_ca.txt,34.2,byang chub kyi phyogs dang mthun pa'i chos s,byang chub kyi phyogs dang 'thun pa'i chos s,2367,2411,150026,150070
poc/rDo rje tshig rkang.txt,corpus/053_mdo_sde_ta.txt,34.199999999999946,a' rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba lo rgyus kyis tshad ma'o/ /kun gzhi rnam shes dag pa'i byang chub chen po/ /rten cing 'brel bar 'byung ba lnga yis,a rten cing 'brel te 'byung ba bcu gnyis ma yin pa yang yod/_rkyen las skyes la rten cing 'brel te 'byung ba bcu gnyis yin pa yang yod/_/rkyen las skyes pa yang ma yin la rten cing 'brel bar 'byung ba bcu gnyis,1464,1706,794204,794414
poc/rDo rje tshig rkang.txt,corpus/039_dkon_brtsegs_ka.txt,33.4,as/ byang chub kyi phyogs dang mthun pa'i chos,"a byang chub kyi phyogs dang 
[\[162a.5\]]'thun pa'i chos",2363,2409,632788,632845
poc/rDo rje tshig rkang.txt,corpus/072_mdo_sde_sa.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,184011,184053
poc/rDo rje tshig rkang.txt,corpus/068_mdo_sde_ya.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,145715,145757
poc/rDo rje tshig rkang.txt,corpus/072_mdo_sde_sa.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,176820,176862
poc/rDo rje tshig rkang.txt,corpus/076_mdo_sde_AMH.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,905367,905409
poc/rDo rje tshig rkang.txt,corpus/059_mdo_sde_ba.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,799879,799921
poc/rDo rje tshig rkang.txt,corpus/059_mdo_sde_ba.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,682470,682512
poc/rDo rje tshig rkang.txt,corpus/036_phal_chen_kha.txt,32.99999999999999,byin gyis brlabs nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,"byin gyi rlabs 
[\[231a.3\]]bcu dang /_byang chub kyi phyogs kyi chos sum cu rtsa bdun",2345,2426,826332,826418
poc/rDo rje tshig rkang.txt,corpus/082_rgyud_'bum_cha.txt,32.599999999999994,chos thams cad rten cing 'brel bar 'byung ba,chos thams cad ni rten cing 'brel par 'byung ba,1547,1591,474868,474915
poc/rDo rje tshig rkang.txt,corpus/053_mdo_sde_ta.txt,32.59999999999998,a' rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba,ad rten cing 'brel te 'byung ba yin no zhes smra/_la la ni chos thams cad rten cing 'brel te 'byung ba,1464,1591,1165464,1165566
poc/rDo rje tshig rkang.txt,corpus/064_mdo_sde_wa.txt,32.59999999999994,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba lo rgyus kyis tshad ma'o/ /kun gzhi rnam shes dag pa'i byang chub chen po/ /rten cing 'brel bar 'byung ba,"rten cing 'brel par 'byung ba'o/_/rkyen gang dag gis skye ba de dag kyang rten cing 'brel par 'byung ba'o/_/rten cing 'brel par 'byung ba'i chos gsog de dag la mkhas pa'i rang 
[\[91a.3\]]bzhin can su zhig bdag la rma 'byin snyam ste/_de ltar na byang chub sems dpa' rten cing 'brel bar 'byung ba",1467,1697,358296,358592
poc/rDo rje tshig rkang.txt,corpus/079_rgyud_'bum_ga.txt,31.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun ltar lam,"as byang 
[\[35b.3\]]chub kyi phyogs kyi chos sum cu rtsa bdun lha rnam",2363,2435,124296,124367
poc/rDo rje tshig rkang.txt,corpus/082_rgyud_'bum_cha.txt,31.6,s thams cad rten cing 'brel bar 'byung ba l,s thams cad kyi rten cing 'brel bar 'byung ba l,1550,1593,1148400,1148447
poc/rDo rje tshig rkang.txt,corpus/098_rnying_rgyud_kha.txt,31.4,phyi nang rten cing 'brel par 'byung ba',"phyi nang gi rten cing 'brel par 
[\[201b.3\]]'byung ba '",6428,6468,742744,742801
poc/rDo rje tshig rkang.txt,corpus/027_nyi_khri_kha.txt,31.19999999999997,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba lo r,"rten cing 'brel bar 'byung ba rlom sems su mi byed/_rten cing 'brel bar 'byung 
[\[206b.4\]]bas rlom sems su mi byed/_rten cing 'brel bar 'byung ba la r",1467,1596,779602,779754
poc/rDo rje tshig rkang.txt,corpus/095_rgyud_'bum_dza.txt,31.199999999999967,a' rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba,a'o/_/rten cing 'brel bar 'byung ba'i phyir gzhan gyi dbang nyid stong pa'o/_/rgyu dang rkyen las byung ba'i phyir rten cing 'brel bar 'byung ba,1464,1591,1123957,1124101
poc/rDo rje tshig rkang.txt,corpus/086_rgyud_'bum_tha.txt,30.8,yum chen mo shes rab kyi pha rol tu phyin ma,yum chen mo dang /_shes rab kyi pha rol tu phyin ma,4221,4265,313848,313899
poc/rDo rje tshig rkang.txt,corpus/027_nyi_khri_kha.txt,30.8,in/ de kho na nyid kyi rtags 'phags pa'i lam yan lag brgyad,i de bzhin nyid kyis 'phags pa'i lam yan lag brgyad,10151,10210,1270474,1270525
poc/rDo rje tshig rkang.txt,corpus/053_mdo_sde_ta.txt,30.799999999999997,am/ chos thams cad rten cing 'brel bar 'byung ba,a/_chos thams cad rten cing 'brel te 'byung ba,1543,1591,266801,266847
poc/rDo rje tshig rkang.txt,corpus/034_shes_rab_sna_tshogs.txt,30.799999999999965,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba,"rten cing 'brel par 'byung ba yang shes shing rten cing 
[\[70a\]]
[\[70a.1\]]'brel par 'byung ba'i dmigs pa yang shes pa'i phyir ro/_/gang rten cing 'brel par 'byung ba",1467,1591,261476,261645
poc/rDo rje tshig rkang.txt,corpus/060_mdo_sde_ma.txt,30.599999999999998,chos thams cad rten cing 'brel bar 'byung ba,chos thams cad rten cing 'brel te 'byung ba,1547,1591,37642,37685
poc/rDo rje tshig rkang.txt,corpus/079_rgyud_'bum_ga.txt,30.59999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun lta,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun lha,2362,2430,119992,120047
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,30.59999999999999,abs nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,as nas/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2358,2426,474833,474888
poc/rDo rje tshig rkang.txt,corpus/040_dkon_brtsegs_kha.txt,30.59999999999999,phyi nang rten cing 'brel par 'byung ba'i lam gyis sprul sku rang bzhin gyis,phyir rten cing 'brel par 'byung ba'i chos thams cad rang bzhin gyis,6428,6504,427904,427972
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,30.59999999999999,abs nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,as nas/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2358,2426,214887,214942
poc/rDo rje tshig rkang.txt,corpus/103_dkar_chag.txt,30.59999999999999,a de bzhin gshegs pa'i sku lnga/ byang chub chen po'i,ar de bzhin gshegs pas 'od zer gyis bskul nas byang chub chen po'i,4846,4899,90806,90872
poc/rDo rje tshig rkang.txt,corpus/064_mdo_sde_wa.txt,30.4,byang chub chen po/ /rten cing 'brel bar 'byung ba l,byang chub sems dpa' rten cing 'brel bar 'byung ba l,1647,1699,394182,394234
poc/rDo rje tshig rkang.txt,corpus/026_nyi_khri_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,"chen po shes rab kyi pha rol tu phyin pa la 
[\[235a.2\]]s",4225,4270,873674,873732
poc/rDo rje tshig rkang.txt,corpus/025_'bum_na.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,886201,886246
poc/rDo rje tshig rkang.txt,corpus/065_mdo_sde_zha.txt,30.4,thams cad rten cing 'brel bar 'byung ba,thams cad ni rten cing 'brel bar 'byung ba,1552,1591,243734,243776
poc/rDo rje tshig rkang.txt,corpus/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,704270,704315
poc/rDo rje tshig rkang.txt,corpus/015_'bum_kha.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,675912,675957
poc/rDo rje tshig rkang.txt,corpus/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,1182637,1182683
poc/rDo rje tshig rkang.txt,corpus/014_'bum_ka.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,248162,248208
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,"chen po shes rab kyi pha rol tu phyin 
[\[101a.3\]]pa la s",4225,4270,404427,404485
poc/rDo rje tshig rkang.txt,corpus/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,743403,743448
poc/rDo rje tshig rkang.txt,corpus/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,"chen po/_shes rab 
[\[180a.7\]]kyi pha rol tu phyin pa la s",4225,4270,740881,740940
poc/rDo rje tshig rkang.txt,corpus/032_khri_pa_nga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,57489,57534
poc/rDo rje tshig rkang.txt,corpus/032_khri_pa_nga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,941200,941245
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,1126157,1126202
poc/rDo rje tshig rkang.txt,corpus/098_rnying_rgyud_kha.txt,30.4,phyi nang rten cing 'brel par 'byung ba,phyi nang gi rten cing 'brel par 'byung ba,6428,6467,407354,407396
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,1128746,1128791
poc/rDo rje tshig rkang.txt,corpus/041_dkon_brtsegs_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po shes rab kyi pha rol tu phyin pa la s,4225,4270,659251,659296
poc/rDo rje tshig rkang.txt,corpus/016_'bum_ga.txt,30.4,chen mo shes rab kyi pha rol tu phyin ma la s,chen po/_shes rab kyi pha rol tu phyin pa la s,4225,4270,740159,740205
poc/rDo rje tshig rkang.txt,corpus/083_rgyud_'bum_ja.txt,30.399999999999995,n mo shes rab kyi pha rol tu phyin ma la sogs kyi ph,n mo shes rab kyi pha rol tu phyin ma dang /_thabs kyi ph,4228,4280,1146467,1146524
poc/rDo rje tshig rkang.txt,corpus/060_mdo_sde_ma.txt,30.39999999999999,am/ chos thams cad rten cing 'brel bar 'byung ba lo rgyus kyis tsh,a chos thams cad rten cing 'brel te byung ba las skyes sh,1543,1609,225967,226024
poc/rDo rje tshig rkang.txt,corpus/035_phal_chen_ka.txt,30.2,thams cad rten cing 'brel bar 'byung ba,thams cad rten cing 'brel par 'byung ba,1552,1591,1343278,1343317
poc/rDo rje tshig rkang.txt,corpus/043_dkon_brtsegs_ca.txt,30.2,thams cad rten cing 'brel bar 'byung ba,"thams cad rten 
[\[60b.3\]]cing 'brel par 'byung ba",1552,1591,232317,232368
poc/rDo rje tshig rkang.txt,corpus/060_mdo_sde_ma.txt,30.2,las 'das shing / mya ngan las 'das pa'i la,las 'das shing mya ngan las 'das pa'i ra,6147,6189,752150,752190
poc/rDo rje tshig rkang.txt,corpus/094_rgyud_'bum_tsha.txt,30.0,am la/ phyi nang rten cing 'brel par 'byung ba'i,am/_slar yang rten cing 'brel par 'byung ba'i,6421,6469,687935,687980
poc/rDo rje tshig rkang.txt,corpus/059_mdo_sde_ba.txt,30.0,ang rten cing 'brel par 'byung ba'i l,"ang /_rten 
[\[266b.7\]]cing 'brel par 'byung ba'i l",6434,6471,1035404,1035456
poc/rDo rje tshig rkang.txt,corpus/069_mdo_sde_ra.txt,29.999999999999993,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs rnams kyi chos sum cu rtsa bdun,2367,2426,1214083,1214136
poc/rDo rje tshig rkang.txt,corpus/087_rgyud_'bum_da.txt,29.99999999999997,s cad rten cing 'brel bar 'byung ba lo rgyus kyis tshad ma'o/ /kun gzhi rnam shes dag pa'i byang chub chen po/ /rten cing 'brel bar 'byung ba,s pas rten cing 'brel bar 'byung bar rnam par gzhag pas rnam par bzhag go/_/rten cing 'brel bar 'byung ba,1556,1697,166789,166894
poc/rDo rje tshig rkang.txt,corpus/033_brgyad_stong_pa.txt,29.99999999999997,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba l,rten cing 'brel par 'byung ba mtha' dang dbus med par rnam par lta ste/_rab 'byor gang rten cing 'brel bar 'byung ba l,1467,1593,1023695,1023813
poc/rDo rje tshig rkang.txt,corpus/091_rgyud_'bum_ba.txt,29.799999999999997,ang rten cing 'brel par 'byung ba'i lam gyi,ang rten cing 'brel par 'byung ba'i bdag nyi,6434,6477,270865,270909
poc/rDo rje tshig rkang.txt,corpus/027_nyi_khri_kha.txt,29.79999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun ltar lam,"byang chub kyi phyogs 
[\[206b.6\]]kyi chos sum cu rtsa bdun la rlom",2367,2435,780219,780287
poc/rDo rje tshig rkang.txt,corpus/064_mdo_sde_wa.txt,29.6,yi nang rten cing 'brel par 'byung ba'i,yi nang nas rten cing 'brel par 'byung ba'i,6430,6469,1158743,1158786
poc/rDo rje tshig rkang.txt,corpus/045_mdo_sde_ka.txt,29.6,phyi nang rten cing 'brel par 'byung ba'i,phyin pa'o/_/rten cing 'brel par 'byung ba'i,6428,6469,154857,154901
poc/rDo rje tshig rkang.txt,corpus/041_dkon_brtsegs_ga.txt,29.6,as pa'i lam la/ phyi nang rten cing 'brel par 'byung ba'i lam,as pa dang /_lam la mkhas pa dang /_rten cing 'brel par 'byung ba la m,6412,6473,654817,654887
poc/rDo rje tshig rkang.txt,corpus/071_mdo_sde_sha.txt,29.599999999999998,am la/ phyi nang rten cing 'brel par 'byung ba'i lam,a ma yin pa dang /_rten cing 'brel par 'byung ba la m,6421,6473,1178650,1178703
poc/rDo rje tshig rkang.txt,corpus/084_rgyud_'bum_nya.txt,29.599999999999994,de bzhin gshegs pa'i sku lnga/ byang chub chen po'i,de bzhin gshegs pa'i rigs kyi byang chub chen po'i,4848,4899,459110,459160
poc/rDo rje tshig rkang.txt,corpus/062_mdo_sde_tsha.txt,29.599999999999973,rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba,rten cing 'brel par 'byung ba ni gang /_chos ni gang /_sangs rgyas ni gang /_ji ltar rten cing 'brel par 'byung ba,1467,1591,444891,445005
poc/rDo rje tshig rkang.txt,corpus/024_'bum_da.txt,29.4,chen mo shes rab kyi pha rol tu phyin ma la,chen po/_/shes rab kyi pha rol tu phyin pa la,4225,4268,48507,48552
poc/rDo rje tshig rkang.txt,corpus/026_nyi_khri_ka.txt,29.4,ang rten cing 'brel par 'byung ba'i lam g,ang /_rten cing 'brel par 'byung ba'i rang,6434,6475,528492,528534
poc/rDo rje tshig rkang.txt,corpus/029_khri_brgyad_ka.txt,29.4,chen mo shes rab kyi pha rol tu phyin ma la,chen po shes rab kyi pha rol tu phyin pa la,4225,4268,194442,194485
poc/rDo rje tshig rkang.txt,corpus/029_khri_brgyad_ka.txt,29.4,chen mo shes rab kyi pha rol tu phyin ma la,chen po shes rab kyi pha rol tu phyin pa la,4225,4268,192443,192486
poc/rDo rje tshig rkang.txt,corpus/030_khri_brgyad_kha.txt,29.4,chen mo shes rab kyi pha rol tu phyin ma la,chen po shes rab kyi pha rol tu phyin pa la,4225,4268,1120140,1120183
poc/rDo rje tshig rkang.txt,corpus/079_rgyud_'bum_ga.txt,29.39999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,276330,276381
poc/rDo rje tshig rkang.txt,corpus/052_mdo_sde_nya.txt,29.39999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,1030256,1030307
poc/rDo rje tshig rkang.txt,corpus/031_khri_brgyad_ga.txt,29.39999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,253388,253440
poc/rDo rje tshig rkang.txt,corpus/056_mdo_sde_na.txt,29.39999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,949452,949503
poc/rDo rje tshig rkang.txt,corpus/101_gzungs_'dus_waM.txt,29.399999999999967,a' rten cing 'brel par 'byung ba/ gzhan dbang rten 'brel byang chub chen po'i lam/ chos thams cad rten cing 'brel bar 'byung ba,"a'o/_/
[\[23a.5\]]rten cing 'brel bar 'byung ba'i phyir gzhan gyi dbang nyid stong ba'o/_/rgyu dang rkyen las byung ba'i phyir rten cing 'brel par 'byung ba",1464,1591,84613,84769
poc/rDo rje tshig rkang.txt,corpus/079_rgyud_'bum_ga.txt,29.2,shes rab kyi pha rol tu phyin ma la sogs,shes rab kyi pha rol tu phyin pa la sogs,4233,4273,609671,609711
poc/rDo rje tshig rkang.txt,corpus/028_nyi_khri_ga.txt,29.2,chen po/ /rten cing 'brel bar 'byung ba l,chen po rten cing 'brel par 'byung ba l,1658,1699,268448,268487
poc/rDo rje tshig rkang.txt,corpus/058_mdo_sde_pha.txt,29.2,chen po/ /rten cing 'brel bar 'byung ba l,"chen po 
[\[224a.7\]]rten cing 'brel par 'byung ba l",1658,1699,856804,856856
poc/rDo rje tshig rkang.txt,corpus/080_rgyud_'bum_nga.txt,29.2,shes rab kyi pha rol tu phyin ma la sogs,shes rab kyi pha rol tu phyin pa la sogs,4233,4273,671968,672008
poc/rDo rje tshig rkang.txt,corpus/098_rnying_rgyud_kha.txt,29.2,a ba byang chub sems kyi dkyil 'khor mt,a ba/_/byang chub sems kyi dkyil 'khor t,9063,9102,618088,618128
poc/rDo rje tshig rkang.txt,corpus/008_'dul_ba_nya.txt,29.2,ang rten cing 'brel par 'byung ba'i la,ang /_rten cing 'brel par 'byung ba'i ya,6434,6472,408609,408649
